"","X.CODIGO_ENTIDAD.NOMBRE.TIPO_GESTION.ESTADO_LICENCIAMIENTO.PERIODO_LICENCIAMIENTO.CODIGO_FILIAL.NOMBRE_FILIAL.DEPARTAMENTO_FILIAL.PROVINCIA_FILIAL.CODIGO_LOCAL.DEPARTAMENTO_LOCAL.PROVINCIA_LOCAL.DISTRITO_LOCAL.LATITUD_UBICACION.LONGITUD_UBICACION.TIPO_AUTORIZACION_LOCAL.DENOMINACION_PROGRAMA.TIPO_NIVEL_ACADEMICO.NIVEL_ACADEMICO.CODIGO_CLASE_PROGRAMA_N2.NOMBRE_CLASE_PROGRAMA_N2.TIPO_AUTORIZACION_PROGRAMA.TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"5304","5304,030,UNIVERSIDAD RICARDO PALMA,PRIVADO,LICENCIA OTORGADA,6,S01,URP-LIMA,LIMA,LIMA,S01L01,LIMA,LIMA,SANTIAGO DE SURCO,-12.1318458,-76.9796463,AUTORIZADO POR LIC.,ESPECIALIDAD: MEDICINA DE EMERGENCIAS Y DESASTRES,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5305","5305,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L02,LIMA,LIMA,LIMA,-12.0582506,-77.0586501,AUTORIZADO POR LIC.,OBSTETRICIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5306","5306,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,MIRAFLORES,-12.1211435,-77.0256582,AUTORIZADO POR LIC.,MAESTRIA EN ERGONOMIA LABORAL,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5307","5307,012,UNIVERSIDAD NACIONAL DEL ALTIPLANO,PUBLICO,LICENCIA OTORGADA,6,S,UNA-PUNO,PUNO,PUNO,SL01,PUNO,PUNO,PUNO,-15.8243805,-70.0162544,AUTORIZADO POR LIC.,MAESTRIA EN CONTABILIDAD Y ADMINISTRACION MENCION EN AUDITORIA Y TRIBUTACION,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5308","5308,013,UNIVERSIDAD NACIONAL DE PIURA,PUBLICO,LICENCIA OTORGADA,6,S,UNP-PIURA,PIURA,PIURA,SL01,PIURA,PIURA,CASTILLA,-5.179311,-80.6188325,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS CON MENCION EN MATEMATICA APLICADA,POSGRADO,MAESTRIA,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5309","5309,061,UNIVERSIDAD PRIVADA NORBERT WIENER,PRIVADO,LICENCIA OTORGADA,6,S,UPNW-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,LINCE,-12.0897808,-77.0324658,AUTORIZADO POR LIC.,MAESTRIA EN DOCENCIA UNIVERSITARIA,POSGRADO,MAESTRIA,13,EDUCACION SUPERIOR Y TECNOLOGICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5310","5310,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,F01,UNT-LA LIBERTAD,LA LIBERTAD,PACASMAYO,F01L01,LA LIBERTAD,PACASMAYO,GUADALUPE,-7.2452522,-79.4760133,AUTORIZADO POR LIC.,INGENIERIA INDUSTRIAL,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5311","5311,057,UNIVERSIDAD SAN IGNACIO DE LOYOLA,PRIVADO,LICENCIA OTORGADA,6,S,USIL-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0734444,-76.9521089,AUTORIZADO POR LIC.,MAESTRIA EN HISTORIA DEL ARTE Y DISENO PERUANO,POSGRADO,MAESTRIA,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5312","5312,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,MAESTRIA EN GESTION DEL CUIDADO EN ENFERMERIA,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5313","5313,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F06,UNSAAC-APURIMAC,APURIMAC,ANDAHUAYLAS,F06L01,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,-13.6616515,-73.3767641,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS MENCION ECOLOGIA Y GESTION AMBIENTAL,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5314","5314,042,UNIVERSIDAD NACIONAL DEL SANTA,PUBLICO,LICENCIA OTORGADA,6,S,UNS-ANCASH,ANCASH,SANTA,SL01,ANCASH,SANTA,NUEVO CHIMBOTE,-9.1195533,-78.5133704,DECLARADO,DOCTORADO EN BIOTECNOLOGIA,POSGRADO,DOCTORADO,51,CIENCIAS BIOLOGICAS Y AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5315","5315,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL08,LORETO,MAYNAS,IQUITOS,-3.7527575,-73.2699785,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN PERFUSION EXTRACORPOREA, CIRUGIA CARDIACA Y VASCULAR,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5316","5316,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN INGENIERIA EN AGRONEGOCIOS,POSGRADO,SEGUNDA ESPECIALIDAD,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5317","5317,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,MAESTRIA EN DIABETES Y OBESIDAD CON MENCION EN MANEJO NUTRICIONAL,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5318","5318,080,UNIVERSIDAD ANTONIO RUIZ DE MONTOYA,PRIVADO,LICENCIA OTORGADA,6,S,UARM-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,PUEBLO LIBRE,-12.073037,-77.0744892,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA CON ESPECIALIDAD EN CIENCIA, TECNOLOGIA Y AMBIENTE,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5319","5319,046,UNIVERSIDAD PRIVADA ANTENOR ORREGO,PRIVADO,LICENCIA OTORGADA,6,S,UPAO-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1270487,-79.0314756,AUTORIZADO POR LIC.,DOCENCIA UNIVERSITARIA,POSGRADO,SEGUNDA ESPECIALIDAD,13,EDUCACION SUPERIOR Y TECNOLOGICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5320","5320,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA ONCOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5321","5321,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,BANCA Y FINANZAS,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5322","5322,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD EN DERECHO INTERNACIONAL PUBLICO,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5323","5323,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,MAESTRIA EN CONTABILIDAD MENCION FINANZAS EMPRESARIALES,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5324","5324,074A,ASOCIACION CIVIL UNIVERSIDAD CATOLICA DE TRUJILLO BENEDICTO XVI,PRIVADO,LICENCIA OTORGADA,6,S,UCT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL03,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1016825,-79.041817,AUTORIZADO POR LIC.,PROGRAMA DE COMPLEMENTACION PEDAGOGICA (PCP),PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5325","5325,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,S,UPN-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL02,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1002352,-79.0194531,AUTORIZADO POR LIC.,CONTABILIDAD Y FINANZAS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5326","5326,108,UNIVERSIDAD DE CIENCIAS Y ARTES DE AMERICA LATINA,PRIVADO,LICENCIA OTORGADA,6,S,UCAL-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LA MOLINA,-12.0857224,-76.9086688,AUTORIZADO POR LIC.,COMUNICACION E IMAGEN CORPORATIVA,PREGRADO,CARRERA PROFESIONAL,32,PERIODISMO E INFORMACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5327","5327,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,ANTROPOLOGIA CON MENCION EN ESTUDIOS ANDINOS,POSGRADO,MAESTRIA,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5328","5328,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,EDUCACION CON MENCION EN DIDACTICA DE LA EDUCACION CIUDADANA EN EDUCACION SECUNDARIA,POSGRADO,SEGUNDA ESPECIALIDAD,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5329","5329,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,F06,UTP-LA LIBERTAD,LA LIBERTAD,TRUJILLO,F06L01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.0937853,-79.0088677,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS E INFORMATICA,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5330","5330,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4061786,-71.5476298,AUTORIZADO POR LIC.,PSIQUIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5331","5331,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA VICTORIA,-12.0579394,-77.0229596,AUTORIZADO POR LIC.,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5332","5332,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,S,UNCP-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,EL TAMBO,-12.0330464,-75.237332,AUTORIZADO POR LIC.,MAESTRIA EN TECNOLOGIA ENERGETICA,POSGRADO,MAESTRIA,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5333","5333,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4027681,-71.5255001,AUTORIZADO POR LIC.,GESTION Y DESARROLLO DE RECURSOS HUMANOS,POSGRADO,SEGUNDA ESPECIALIDAD,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5334","5334,027,UNIVERSIDAD NACIONAL DEL CALLAO,PUBLICO,LICENCIA OTORGADA,6,S,UNC-CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SL01,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,-12.0612769,-77.1173082,AUTORIZADO POR LIC.,SALUD PUBLICA,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5335","5335,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F01,UPCV-PIURA,PIURA,PIURA,F01L01,PIURA,PIURA,VEINTISEIS DE OCTUBRE,-5.168798939,-80.65734342,AUTORIZADO POR LIC.,INGENIERIA CIVIL,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5336","5336,074A,ASOCIACION CIVIL UNIVERSIDAD CATOLICA DE TRUJILLO BENEDICTO XVI,PRIVADO,LICENCIA OTORGADA,6,S,UCT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,MOCHE,-8.1602468,-79.0111745,AUTORIZADO POR LIC.,PSICOLOGIA,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5337","5337,088A,UNIVERSIDAD NACIONAL TECNOLOGICA DE LIMA SUR,PUBLICO,LICENCIA OTORGADA,6,S,UNTELS-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,VILLA EL SALVADOR,-12.2134138,-76.9326924,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5338","5338,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F04,UPCV-ANCASH,ANCASH,SANTA,F04L01,ANCASH,SANTA,NUEVO CHIMBOTE,-9.1273857,-78.5112518,AUTORIZADO POR LIC.,MAESTRIA EN GESTION DE LOS SERVICIOS DE LA SALUD,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5339","5339,038,UNIVERSIDAD PERUANA UNION,PRIVADO,LICENCIA OTORGADA,6,S,UPeU-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.989087,-76.839662,AUTORIZADO POR LIC.,DOCTORADO EN ADMINISTRACION DE NEGOCIOS,POSGRADO,DOCTORADO,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5340","5340,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F05,UPCV-LIMA,LIMA,LIMA,F05L02,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-11.9814929,-77.0001665,AUTORIZADO POR LIC.,INGENIERIA CIVIL,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5341","5341,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,LIMA,-12.0704665,-77.0367812,AUTORIZADO POR LIC.,INGENIERIA MARITIMA CON MENCION MAQUINAS,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5342","5342,043,UNIVERSIDAD PRIVADA DE TACNA,PRIVADO,LICENCIA OTORGADA,6,S,UPT-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,POCOLLAY,-18.0058389,-70.2254838,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN TURISMO Y HOTELERIA,POSGRADO,SEGUNDA ESPECIALIDAD,1,SERVICIOS PERSONALES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5343","5343,046,UNIVERSIDAD PRIVADA ANTENOR ORREGO,PRIVADO,LICENCIA OTORGADA,6,S,UPAO-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1270487,-79.0314756,AUTORIZADO POR LIC.,CIENCIAS DE LA COMUNICACION,PREGRADO,CARRERA PROFESIONAL,32,PERIODISMO E INFORMACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5344","5344,016,UNIVERSIDAD NACIONAL DE CAJAMARCA,PUBLICO,LICENCIA OTORGADA,6,S01,UNC-CAJAMARCA,CAJAMARCA,CAJAMARCA,S01L01,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.167159,-78.4965043,AUTORIZADO POR LIC.,MEDICINA VETERINARIA,PREGRADO,CARRERA PROFESIONAL,84,VETERINARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5345","5345,071,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,PRIVADO,LICENCIA OTORGADA,6,S,UCSS-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,LOS OLIVOS,-11.9958958,-77.0669509,AUTORIZADO POR LIC.,INGENIERIA INFORMATICA,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5346","5346,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,HEMATOLOGIA PEDIATRICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5347","5347,051,UNIVERSIDAD NACIONAL DE HUANCAVELICA,PUBLICO,LICENCIA OTORGADA,6,S,UNH-HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SL01,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.7781367,-74.9614392,AUTORIZADO POR LIC.,CONTABILIDAD,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5348","5348,020,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON,PRIVADO,LICENCIA OTORGADA,6,S,UNIFE-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LA MOLINA,-12.0716313,-76.9650529,AUTORIZADO POR LIC.,TRADUCCION E INTERPRETACION CON MENCION EN INGLES Y PORTUGUES,PREGRADO,CARRERA PROFESIONAL,23,IDIOMAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5349","5349,097,ASOCIACION CIVIL UNIVERSIDAD DE CIENCIAS Y HUMANIDADES,PRIVADO,LICENCIA OTORGADA,6,S,UCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LOS OLIVOS,-11.9615097,-77.0655921,AUTORIZADO POR LIC.,MARKETING Y NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5350","5350,025,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,PUBLICO,LICENCIA OTORGADA,6,S,UNEEGV-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.9475748,-76.7011822,AUTORIZADO POR LIC.,EDUCACION CON ESPECIALIDAD DE CIENCIAS SOCIALES - PSICOLOGIA,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5351","5351,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,DERECHO,PREGRADO,CARRERA PROFESIONAL,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5352","5352,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,VILLA EL SALVADOR,-12.2215281,-76.9766998,AUTORIZADO POR LIC.,ESTOMATOLOGIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5353","5353,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L03,LIMA,LIMA,LOS OLIVOS,-11.9659256,-77.0682846,AUTORIZADO POR LIC.,ECONOMIA Y NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5354","5354,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F02,UPCV-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,F02L01,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.786763,-79.879361,AUTORIZADO POR LIC.,MAESTRIA EN ADMINISTRACION DE NEGOCIOS - MBA,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5355","5355,034,UNIVERSIDAD NACIONAL DE SAN MARTIN,PUBLICO,LICENCIA OTORGADA,6,S,UNSM-SAN MARTIN,SAN MARTIN,SAN MARTIN,SL02,SAN MARTIN,SAN MARTIN,MORALES,-6.484769492,-76.37760713,AUTORIZADO POR LIC.,OBSTETRICIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5356","5356,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN CUIDADOS INTENSIVOS PEDIATRICOS,POSGRADO,SEGUNDA ESPECIALIDAD,92,BIENESTAR,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5357","5357,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL03,AREQUIPA,AREQUIPA,AREQUIPA,-16.4091607,-71.5366759,AUTORIZADO POR LIC.,DOCTORADO EN CIENCIAS: ENFERMERIA,POSGRADO,DOCTORADO,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5358","5358,022,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,PUBLICO,LICENCIA OTORGADA,6,S,UNAS-HUANUCO,HUANUCO,LEONCIO PRADO,SL01,HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.313946688,-75.99658307,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS PECUARIAS MENCION: PRODUCCION ANIMAL SOSTENIBLE,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5359","5359,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F07,UNSAAC-MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,F07L01,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.5825295,-69.1932762,AUTORIZADO POR LIC.,MAESTRIA EN SALUD PUBLICA MENCION EPIDEMIOLOGIA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5360","5360,013,UNIVERSIDAD NACIONAL DE PIURA,PUBLICO,LICENCIA OTORGADA,6,S,UNP-PIURA,PIURA,PIURA,SL01,PIURA,PIURA,CASTILLA,-5.179311,-80.6188325,AUTORIZADO POR LIC.,MAESTRIA EN PSICOLOGIA CON MENCION EN TERAPIA FAMILIAR,POSGRADO,MAESTRIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
